Name,Longitude,Latitude,RAG,popuptext
The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,-3.032685,52.884212,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: NA%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: 80%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 288</span><br/>
      <span>DToC days (Social Care): 51</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 1.2%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 4.7%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 7%</span>
      </div>"
The Royal Wolverhampton NHS Trust,-2.095555,52.599722,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>The Royal Wolverhampton NHS Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 7.8%</span><br/>
      <span>Breaching 4 hour target (Type 1): 12.5%</span><br/><br/>

      <span>Beds occupied: 90.9%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 198</span><br/>
      <span>DToC days (Social Care): 553</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 3.8%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 9.4%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 7%</span>
      </div>"
City Hospitals Sunderland NHS Foundation Trust,-1.410327,54.902214,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>City Hospitals Sunderland NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 11.5%</span><br/>
      <span>Breaching 4 hour target (Type 1): 17.2%</span><br/><br/>

      <span>Beds occupied: 78.3%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 127</span><br/>
      <span>DToC days (Social Care): 8</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 3.3%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 8.1%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 10.6%</span>
      </div>"
Wye Valley NHS Trust,-2.705709,52.057013,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Wye Valley NHS Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 27.8%</span><br/>
      <span>Breaching 4 hour target (Type 1): 27.8%</span><br/><br/>

      <span>Beds occupied: 87.9%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 317</span><br/>
      <span>DToC days (Social Care): 373</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 0.7%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 7.4%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 7.7%</span>
      </div>"
George Eliot Hospital NHS Trust,-1.478439,52.51258,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>George Eliot Hospital NHS Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 22.1%</span><br/>
      <span>Breaching 4 hour target (Type 1): 22.1%</span><br/><br/>

      <span>Beds occupied: 91.8%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 169</span><br/>
      <span>DToC days (Social Care): 61</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 3.5%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 8.1%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 9.3%</span>
      </div>"
Birmingham Women's NHS Foundation Trust,-1.942905,52.45323,red,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Birmingham Women's NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: NA%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: NA%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): NA</span><br/>
      <span>DToC days (Social Care): NA</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): NA%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): NA%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): NA%</span>
      </div>"
North Staffordshire Combined Healthcare NHS Trust,-2.167808,52.96839,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>North Staffordshire Combined Healthcare NHS Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: NA%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: 84.7%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 5</span><br/>
      <span>DToC days (Social Care): 89</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): NA%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): NA%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): NA%</span>
      </div>"
Norfolk and Norwich University Hospitals NHS Foundation Trust,1.221067,52.618086,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Norfolk and Norwich University Hospitals NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 25.6%</span><br/>
      <span>Breaching 4 hour target (Type 1): 30.4%</span><br/><br/>

      <span>Beds occupied: 90.3%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 414</span><br/>
      <span>DToC days (Social Care): 549</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 1%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 5.3%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 6.1%</span>
      </div>"
University Hospital of South Manchester NHS Foundation Trust,-2.293183,53.387922,red,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>University Hospital of South Manchester NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: NA%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: NA%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): NA</span><br/>
      <span>DToC days (Social Care): NA</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): NA%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): NA%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): NA%</span>
      </div>"
Salford Royal NHS Foundation Trust,-2.323424,53.487545,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Salford Royal NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 23%</span><br/>
      <span>Breaching 4 hour target (Type 1): 23.1%</span><br/><br/>

      <span>Beds occupied: 90.2%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 136</span><br/>
      <span>DToC days (Social Care): 101</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 4%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 11%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 11.5%</span>
      </div>"
Bolton NHS Foundation Trust,-2.429894,53.553957,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Bolton NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 18.8%</span><br/>
      <span>Breaching 4 hour target (Type 1): 20.7%</span><br/><br/>

      <span>Beds occupied: 82.6%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 102</span><br/>
      <span>DToC days (Social Care): 218</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 3.5%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 10.4%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 10.7%</span>
      </div>"
Tameside and Glossop Integrated Care NHS Foundation Trust,-2.071433,53.49153,green,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Tameside and Glossop Integrated Care NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 7.8%</span><br/>
      <span>Breaching 4 hour target (Type 1): 13%</span><br/><br/>

      <span>Beds occupied: 85.4%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 180</span><br/>
      <span>DToC days (Social Care): 404</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 3.6%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 9.8%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 8.8%</span>
      </div>"
Norfolk and Suffolk NHS Foundation Trust,1.250872,52.659531,amber,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Norfolk and Suffolk NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: NA%</span><br/>
      <span>Breaching 4 hour target (Type 1): NA%</span><br/><br/>

      <span>Beds occupied: 80.6%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 330</span><br/>
      <span>DToC days (Social Care): 357</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): NA%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): NA%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): NA%</span>
      </div>"
Great Western Hospitals NHS Foundation Trust,-1.7272,51.538528,red,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Great Western Hospitals NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 14.3%</span><br/>
      <span>Breaching 4 hour target (Type 1): 23.4%</span><br/><br/>

      <span>Beds occupied: 91.3%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 629</span><br/>
      <span>DToC days (Social Care): 104</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 1.6%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 6.4%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 7.2%</span>
      </div>"
Hampshire Hospitals NHS Foundation Trust,-1.109918,51.280633,red,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Hampshire Hospitals NHS Foundation Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 22.7%</span><br/>
      <span>Breaching 4 hour target (Type 1): 24.6%</span><br/><br/>

      <span>Beds occupied: 88.8%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 822</span><br/>
      <span>DToC days (Social Care): 239</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 2.4%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 6.8%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 7.4%</span>
      </div>"
Dartford and Gravesham NHS Trust,0.258645,51.434952,amber,"<div style='font-size:12px;width:250px'>
      <span style='font-weight:bold'>Dartford and Gravesham NHS Trust</span><br/><br/>
      
      <span style='font-weight:bold'>A&E Activity</span><br/>
      <span>Breaching 4 hour target: 18.7%</span><br/>
      <span>Breaching 4 hour target (Type 1): 21.6%</span><br/><br/>

      <span>Beds occupied: 91.8%</span><br/><br/>
      
      <span style='font-weight:bold'>Delayed Discharges</span><br/>
      <span>DToC days (NHS): 382</span><br/>
      <span>DToC days (Social Care): 184</span><br/><br/>
      
      <span style='font-weight:bold'>Hospital Activity</span><br/>
      <span>Did Not Attend (inpatients): 2.9%</span><br/>
      <span>Did Not Attent - first attendance (outpatients): 10.4%</span><br/>
      <span>Did Not Attent - subsequent attendance (outpatients): 8%</span>
      </div>"
